filename                         MJD Frequency   bandw backend   length           name       DM       RM
00751.FTS.fixedfreq.debase 54635.491 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00752.FTS.fixedfreq.debase 54642.553 1402.0000   -32.0 AFB       1989.5      0631+1036  125.350    0.000
00753.FTS.fixedfreq.debase 54646.381 1402.0000   -32.0 AFB        957.8      0631+1036  125.350    0.000
00754.FTS.fixedfreq.debase 54655.685 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00755.FTS.fixedfreq.debase 54665.281 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00756.FTS.fixedfreq.debase 54677.191 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00757.FTS.fixedfreq.debase 54690.171 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00758.FTS.fixedfreq.debase 54703.446 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00759.FTS.fixedfreq.debase 54717.305 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00760.FTS.fixedfreq.debase 54731.213 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00761.FTS.fixedfreq.debase 54741.233 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00762.FTS.fixedfreq.debase 54751.294 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00763.FTS.fixedfreq.debase 54769.097 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00764.FTS.fixedfreq.debase 54779.058 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00765.FTS.fixedfreq.debase 54788.222 1402.0000   -32.0 AFB       2155.0      0631+1036  125.350    0.000
00766.FTS.fixedfreq.debase 54791.162 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00767.FTS.fixedfreq.debase 54801.878 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00768.FTS.fixedfreq.debase 54805.219 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00769.FTS.fixedfreq.debase 54810.223 1402.0000   -32.0 AFB        838.1      0631+1036  125.350    0.000
00770.FTS.fixedfreq.debase 54817.976 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00771.FTS.fixedfreq.debase 54822.987 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00772.FTS.fixedfreq.debase 54830.060 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00773.FTS.fixedfreq.debase 54840.744 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00774.FTS.fixedfreq.debase 54844.021 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00775.FTS.fixedfreq.debase 54849.071 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00776.FTS.fixedfreq.debase 54861.923 1402.0000   -32.0 AFB       2155.0      0631+1036  125.350    0.000
00777.FTS.fixedfreq.debase 54865.652 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00778.FTS.fixedfreq.debase 54874.802 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00779.FTS.fixedfreq.debase 54883.704 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00780.FTS.fixedfreq.debase 54891.760 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00781.FTS.fixedfreq.debase 54896.631 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00782.FTS.fixedfreq.debase 54902.732 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00783.FTS.fixedfreq.debase 54906.627 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00784.FTS.fixedfreq.debase 54912.644 1402.0000   -32.0 AFB       2155.0      0631+1036  125.350    0.000
00785.FTS.fixedfreq.debase 54922.898 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00786.FTS.fixedfreq.debase 54930.794 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00787.FTS.fixedfreq.debase 54941.649 1402.0000   -32.0 AFB       2155.0      0631+1036  125.350    0.000
00788.FTS.fixedfreq.debase 54951.578 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00789.FTS.fixedfreq.debase 54957.661 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00790.FTS.fixedfreq.debase 54965.730 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00791.FTS.fixedfreq.debase 54973.562 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00792.FTS.fixedfreq.debase 54980.728 1402.0000   -32.0 AFB        957.8      0631+1036  125.350    0.000
00793.FTS.fixedfreq.debase 55024.513 1402.0000   -32.0 AFB       6345.4      0631+1036  125.350    0.000
00794.FTS.fixedfreq.debase 55037.633 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00795.FTS.fixedfreq.debase 55052.207 1402.0000   -32.0 AFB        957.8      0631+1036  125.350    0.000
00796.FTS.fixedfreq.debase 55062.193 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00797.FTS.fixedfreq.debase 55070.166 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00798.FTS.fixedfreq.debase 55081.224 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00799.FTS.fixedfreq.debase 55092.443 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00800.FTS.fixedfreq.debase 55099.115 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00801.FTS.fixedfreq.debase 55107.290 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00802.FTS.fixedfreq.debase 55115.176 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00803.FTS.fixedfreq.debase 55122.149 1402.0000   -32.0 AFB        957.8      0631+1036  125.350    0.000
00804.FTS.fixedfreq.debase 55132.269 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00805.FTS.fixedfreq.debase 55147.332 1402.0000   -32.0 AFB        957.8      0631+1036  125.350    0.000
00806.FTS.fixedfreq.debase 55162.222 1402.0000   -32.0 AFB        957.8      0631+1036  125.350    0.000
00807.FTS.fixedfreq.debase 55170.015 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00808.FTS.fixedfreq.debase 55180.942 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00809.FTS.fixedfreq.debase 55188.943 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00810.FTS.fixedfreq.debase 55195.220 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00811.FTS.fixedfreq.debase 55204.160 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00812.FTS.fixedfreq.debase 55214.890 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00813.FTS.fixedfreq.debase 55217.985 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00814.FTS.fixedfreq.debase 55225.051 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00815.FTS.fixedfreq.debase 55231.874 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00816.FTS.fixedfreq.debase 55238.901 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00817.FTS.fixedfreq.debase 55247.867 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00818.FTS.fixedfreq.debase 55256.866 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00819.FTS.fixedfreq.debase 55285.776 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00820.FTS.fixedfreq.debase 55296.661 1402.0000   -32.0 AFB        957.8      0631+1036  125.350    0.000
00821.FTS.fixedfreq.debase 55309.754 1402.0000   -32.0 AFB        718.3      0631+1036  125.350    0.000
00822.FTS.fixedfreq.debase 55316.758 1402.0000   -32.0 AFB       1077.5      0631+1036  125.350    0.000
00823.FTS.fixedfreq.debase 55324.640 1402.0000   -32.0 AFB        119.7      0631+1036  125.350    0.000
