min_points,window_days,step_days,n_windows_rank1,n_fit_points,n_inliers,inlier_fraction,rmse_inlier,wrmse_inlier,r2_inlier,slope_days_per_day,intercept_days
200,2600.0,3200.0,4,4,3,0.75,25.387187953165316,24.542419723121196,0.010834319436485607,0.0011364821269719018,840.1509187296888
50,3400.0,2800.0,4,4,3,0.75,22.09577273660411,24.622750580742547,0.9473724926750845,-0.028220382204303795,891.7654475452931
100,3400.0,2800.0,4,4,3,0.75,22.09577273660411,24.622750580742547,0.9473724926750845,-0.028220382204303795,891.7654475452931
150,3400.0,2800.0,4,4,3,0.75,22.09577273660411,24.622750580742547,0.9473724926750845,-0.028220382204303795,891.7654475452931
200,3400.0,2800.0,4,4,3,0.75,22.09577273660411,24.622750580742547,0.9473724926750845,-0.028220382204303795,891.7654475452931
250,3400.0,2800.0,4,4,3,0.75,22.09577273660411,24.622750580742547,0.9473724926750845,-0.028220382204303795,891.7654475452931
300,3400.0,2800.0,4,4,3,0.75,22.09577273660411,24.622750580742547,0.9473724926750845,-0.028220382204303795,891.7654475452931
350,3400.0,2800.0,4,4,3,0.75,22.09577273660411,24.622750580742547,0.9473724926750845,-0.028220382204303795,891.7654475452931
400,3400.0,2800.0,4,4,3,0.75,22.09577273660411,24.622750580742547,0.9473724926750845,-0.028220382204303795,891.7654475452931
450,3400.0,2800.0,4,4,3,0.75,22.09577273660411,24.622750580742547,0.9473724926750845,-0.028220382204303795,891.7654475452931
50,3100.0,3000.0,4,4,3,0.75,23.35594945759198,24.88619986118092,0.9314900471736688,-0.024465614047201188,911.8370170606205
100,3100.0,3000.0,4,4,3,0.75,23.35594945759198,24.88619986118092,0.9314900471736688,-0.024465614047201188,911.8370170606205
150,3100.0,3000.0,4,4,3,0.75,23.35594945759198,24.88619986118092,0.9314900471736688,-0.024465614047201188,911.8370170606205
200,3100.0,3000.0,4,4,3,0.75,23.35594945759198,24.88619986118092,0.9314900471736688,-0.024465614047201188,911.8370170606205
250,3100.0,3000.0,4,4,3,0.75,23.35594945759198,24.88619986118092,0.9314900471736688,-0.024465614047201188,911.8370170606205
300,3100.0,3000.0,4,4,3,0.75,23.35594945759198,24.88619986118092,0.9314900471736688,-0.024465614047201188,911.8370170606205
350,3100.0,3000.0,4,4,3,0.75,23.35594945759198,24.88619986118092,0.9314900471736688,-0.024465614047201188,911.8370170606205
100,2800.0,2600.0,4,4,3,0.75,23.04949708606222,25.611311950126744,0.9909648947578397,0.11370937242476212,705.2098628134569
150,2800.0,2600.0,4,4,3,0.75,23.04949708606222,25.611311950126744,0.9909648947578397,0.11370937242476212,705.2098628134569
200,2800.0,2600.0,4,4,3,0.75,23.04949708606222,25.611311950126744,0.9909648947578397,0.11370937242476212,705.2098628134569
250,2800.0,2600.0,4,4,3,0.75,23.04949708606222,25.611311950126744,0.9909648947578397,0.11370937242476212,705.2098628134569
300,2800.0,2600.0,4,4,3,0.75,23.04949708606222,25.611311950126744,0.9909648947578397,0.11370937242476212,705.2098628134569
350,2800.0,2600.0,4,4,3,0.75,23.04949708606222,25.611311950126744,0.9909648947578397,0.11370937242476212,705.2098628134569
150,3300.0,2500.0,4,4,3,0.75,23.804315722835135,26.06912782029421,0.9752395207808,0.07318758990620595,697.988217642077
200,3300.0,2500.0,4,4,3,0.75,23.804315722835135,26.06912782029421,0.9752395207808,0.07318758990620595,697.988217642077
250,3300.0,2500.0,4,4,3,0.75,23.804315722835135,26.06912782029421,0.9752395207808,0.07318758990620595,697.988217642077
300,3300.0,2500.0,4,4,3,0.75,23.804315722835135,26.06912782029421,0.9752395207808,0.07318758990620595,697.988217642077
350,3300.0,2500.0,4,4,3,0.75,23.804315722835135,26.06912782029421,0.9752395207808,0.07318758990620595,697.988217642077
400,3300.0,2500.0,4,4,3,0.75,23.804315722835135,26.06912782029421,0.9752395207808,0.07318758990620595,697.988217642077
450,3300.0,2500.0,4,4,3,0.75,23.804315722835135,26.06912782029421,0.9752395207808,0.07318758990620595,697.988217642077
150,3200.0,2500.0,4,4,3,0.75,23.958857355803424,26.21892168427768,0.9760142566889752,0.07487265138881571,695.2825047460278
200,3200.0,2500.0,4,4,3,0.75,23.958857355803424,26.21892168427768,0.9760142566889752,0.07487265138881571,695.2825047460278
250,3200.0,2500.0,4,4,3,0.75,23.958857355803424,26.21892168427768,0.9760142566889752,0.07487265138881571,695.2825047460278
300,3200.0,2500.0,4,4,3,0.75,23.958857355803424,26.21892168427768,0.9760142566889752,0.07487265138881571,695.2825047460278
350,3200.0,2500.0,4,4,3,0.75,23.958857355803424,26.21892168427768,0.9760142566889752,0.07487265138881571,695.2825047460278
400,3200.0,2500.0,4,4,3,0.75,23.958857355803424,26.21892168427768,0.9760142566889752,0.07487265138881571,695.2825047460278
50,3200.0,2700.0,4,4,3,0.75,23.869446083665036,26.732514168053353,0.9449810647766421,-0.030124752357131752,887.5225139100261
100,3200.0,2700.0,4,4,3,0.75,23.869446083665036,26.732514168053353,0.9449810647766421,-0.030124752357131752,887.5225139100261
150,3200.0,2700.0,4,4,3,0.75,23.869446083665036,26.732514168053353,0.9449810647766421,-0.030124752357131752,887.5225139100261
200,3200.0,2700.0,4,4,3,0.75,23.869446083665036,26.732514168053353,0.9449810647766421,-0.030124752357131752,887.5225139100261
250,3200.0,2700.0,4,4,3,0.75,23.869446083665036,26.732514168053353,0.9449810647766421,-0.030124752357131752,887.5225139100261
300,3200.0,2700.0,4,4,3,0.75,23.869446083665036,26.732514168053353,0.9449810647766421,-0.030124752357131752,887.5225139100261
350,3200.0,2700.0,4,4,3,0.75,23.869446083665036,26.732514168053353,0.9449810647766421,-0.030124752357131752,887.5225139100261
400,3200.0,2700.0,4,4,3,0.75,23.869446083665036,26.732514168053353,0.9449810647766421,-0.030124752357131752,887.5225139100261
450,3200.0,2700.0,4,4,3,0.75,23.869446083665036,26.732514168053353,0.9449810647766421,-0.030124752357131752,887.5225139100261
50,2500.0,2900.0,4,4,3,0.75,24.784542565710776,27.924767920813753,0.983778577899708,0.054359002856406706,760.2213073505621
100,2500.0,2900.0,4,4,3,0.75,24.784542565710776,27.924767920813753,0.983778577899708,0.054359002856406706,760.2213073505621
150,2500.0,2900.0,4,4,3,0.75,24.784542565710776,27.924767920813753,0.983778577899708,0.054359002856406706,760.2213073505621
200,2500.0,2900.0,4,4,3,0.75,24.784542565710776,27.924767920813753,0.983778577899708,0.054359002856406706,760.2213073505621
250,2500.0,2900.0,4,4,3,0.75,24.784542565710776,27.924767920813753,0.983778577899708,0.054359002856406706,760.2213073505621
300,2500.0,2900.0,4,4,3,0.75,24.784542565710776,27.924767920813753,0.983778577899708,0.054359002856406706,760.2213073505621
100,2700.0,2600.0,4,4,3,0.75,26.430166835897396,29.273546595074613,0.9887087787573476,0.11650268182110562,707.421865084131
150,2700.0,2600.0,4,4,3,0.75,26.430166835897396,29.273546595074613,0.9887087787573476,0.11650268182110562,707.421865084131
200,2700.0,2600.0,4,4,3,0.75,26.430166835897396,29.273546595074613,0.9887087787573476,0.11650268182110562,707.421865084131
250,2700.0,2600.0,4,4,3,0.75,26.430166835897396,29.273546595074613,0.9887087787573476,0.11650268182110562,707.421865084131
300,2700.0,2600.0,4,4,3,0.75,26.430166835897396,29.273546595074613,0.9887087787573476,0.11650268182110562,707.421865084131
50,2500.0,3000.0,4,4,3,0.75,28.75652151640229,29.70356886322439,0.22299411483314147,-0.006659762796334728,886.2350346702475
100,2500.0,3000.0,4,4,3,0.75,28.75652151640229,29.70356886322439,0.22299411483314147,-0.006659762796334728,886.2350346702475
150,2500.0,3000.0,4,4,3,0.75,28.75652151640229,29.70356886322439,0.22299411483314147,-0.006659762796334728,886.2350346702475
200,2500.0,3000.0,4,4,3,0.75,28.75652151640229,29.70356886322439,0.22299411483314147,-0.006659762796334728,886.2350346702475
250,2500.0,3000.0,4,4,3,0.75,28.75652151640229,29.70356886322439,0.22299411483314147,-0.006659762796334728,886.2350346702475
300,2500.0,3000.0,4,4,3,0.75,28.75652151640229,29.70356886322439,0.22299411483314147,-0.006659762796334728,886.2350346702475
50,2600.0,3300.0,4,4,3,0.75,32.03428966043133,29.73507627100046,0.516416547944083,-0.014021652395181524,855.5941626731355
100,2600.0,3300.0,4,4,3,0.75,32.03428966043133,29.73507627100046,0.516416547944083,-0.014021652395181524,855.5941626731355
150,2600.0,3300.0,4,4,3,0.75,32.03428966043133,29.73507627100046,0.516416547944083,-0.014021652395181524,855.5941626731355
50,2700.0,2700.0,4,4,3,0.75,26.95791556328734,30.41592113619299,0.9800393870739723,0.08568464517009482,701.6240182686163
100,2700.0,2700.0,4,4,3,0.75,26.95791556328734,30.41592113619299,0.9800393870739723,0.08568464517009482,701.6240182686163
150,2700.0,2700.0,4,4,3,0.75,26.95791556328734,30.41592113619299,0.9800393870739723,0.08568464517009482,701.6240182686163
200,2700.0,2700.0,4,4,3,0.75,26.95791556328734,30.41592113619299,0.9800393870739723,0.08568464517009482,701.6240182686163
250,2700.0,2700.0,4,4,3,0.75,26.95791556328734,30.41592113619299,0.9800393870739723,0.08568464517009482,701.6240182686163
300,2700.0,2700.0,4,4,3,0.75,26.95791556328734,30.41592113619299,0.9800393870739723,0.08568464517009482,701.6240182686163
50,3000.0,3000.0,4,4,3,0.75,29.733256162766228,31.572054514172518,0.9019572830393422,-0.02549681796887009,910.8052274301631
100,3000.0,3000.0,4,4,3,0.75,29.733256162766228,31.572054514172518,0.9019572830393422,-0.02549681796887009,910.8052274301631
150,3000.0,3000.0,4,4,3,0.75,29.733256162766228,31.572054514172518,0.9019572830393422,-0.02549681796887009,910.8052274301631
200,3000.0,3000.0,4,4,3,0.75,29.733256162766228,31.572054514172518,0.9019572830393422,-0.02549681796887009,910.8052274301631
250,3000.0,3000.0,4,4,3,0.75,29.733256162766228,31.572054514172518,0.9019572830393422,-0.02549681796887009,910.8052274301631
300,3000.0,3000.0,4,4,3,0.75,29.733256162766228,31.572054514172518,0.9019572830393422,-0.02549681796887009,910.8052274301631
350,3000.0,3000.0,4,4,3,0.75,29.733256162766228,31.572054514172518,0.9019572830393422,-0.02549681796887009,910.8052274301631
150,3400.0,2500.0,4,4,3,0.75,29.526277735541665,31.637928525621497,0.9635121776460399,0.07488728284952521,702.5605821039663
200,3400.0,2500.0,4,4,3,0.75,29.526277735541665,31.637928525621497,0.9635121776460399,0.07488728284952521,702.5605821039663
250,3400.0,2500.0,4,4,3,0.75,29.526277735541665,31.637928525621497,0.9635121776460399,0.07488728284952521,702.5605821039663
300,3400.0,2500.0,4,4,3,0.75,29.526277735541665,31.637928525621497,0.9635121776460399,0.07488728284952521,702.5605821039663
350,3400.0,2500.0,4,4,3,0.75,29.526277735541665,31.637928525621497,0.9635121776460399,0.07488728284952521,702.5605821039663
400,3400.0,2500.0,4,4,3,0.75,29.526277735541665,31.637928525621497,0.9635121776460399,0.07488728284952521,702.5605821039663
450,3400.0,2500.0,4,4,3,0.75,29.526277735541665,31.637928525621497,0.9635121776460399,0.07488728284952521,702.5605821039663
500,3400.0,2500.0,4,4,3,0.75,29.526277735541665,31.637928525621497,0.9635121776460399,0.07488728284952521,702.5605821039663
100,2900.0,2600.0,4,4,3,0.75,29.630811894284193,33.06731281366335,0.9640253573611789,0.07225398715843184,688.297648370077
150,2900.0,2600.0,4,4,3,0.75,29.630811894284193,33.06731281366335,0.9640253573611789,0.07225398715843184,688.297648370077
200,2900.0,2600.0,4,4,3,0.75,29.630811894284193,33.06731281366335,0.9640253573611789,0.07225398715843184,688.297648370077
250,2900.0,2600.0,4,4,3,0.75,29.630811894284193,33.06731281366335,0.9640253573611789,0.07225398715843184,688.297648370077
300,2900.0,2600.0,4,4,3,0.75,29.630811894284193,33.06731281366335,0.9640253573611789,0.07225398715843184,688.297648370077
350,2900.0,2600.0,4,4,3,0.75,29.630811894284193,33.06731281366335,0.9640253573611789,0.07225398715843184,688.297648370077
50,3200.0,2900.0,4,4,3,0.75,33.417258133237645,34.09978414108344,0.7367105416043553,0.025972178106431675,837.165657215397
100,3200.0,2900.0,4,4,3,0.75,33.417258133237645,34.09978414108344,0.7367105416043553,0.025972178106431675,837.165657215397
150,3200.0,2900.0,4,4,3,0.75,33.417258133237645,34.09978414108344,0.7367105416043553,0.025972178106431675,837.165657215397
200,3200.0,2900.0,4,4,3,0.75,33.417258133237645,34.09978414108344,0.7367105416043553,0.025972178106431675,837.165657215397
250,3200.0,2900.0,4,4,3,0.75,33.417258133237645,34.09978414108344,0.7367105416043553,0.025972178106431675,837.165657215397
300,3200.0,2900.0,4,4,3,0.75,33.417258133237645,34.09978414108344,0.7367105416043553,0.025972178106431675,837.165657215397
350,3200.0,2900.0,4,4,3,0.75,33.417258133237645,34.09978414108344,0.7367105416043553,0.025972178106431675,837.165657215397
50,2900.0,3000.0,4,4,3,0.75,33.369188754562586,35.39768726425548,0.8876855730297424,-0.026395404093899896,912.0387122996312
100,2900.0,3000.0,4,4,3,0.75,33.369188754562586,35.39768726425548,0.8876855730297424,-0.026395404093899896,912.0387122996312
150,2900.0,3000.0,4,4,3,0.75,33.369188754562586,35.39768726425548,0.8876855730297424,-0.026395404093899896,912.0387122996312
200,2900.0,3000.0,4,4,3,0.75,33.369188754562586,35.39768726425548,0.8876855730297424,-0.026395404093899896,912.0387122996312
250,2900.0,3000.0,4,4,3,0.75,33.369188754562586,35.39768726425548,0.8876855730297424,-0.026395404093899896,912.0387122996312
300,2900.0,3000.0,4,4,3,0.75,33.369188754562586,35.39768726425548,0.8876855730297424,-0.026395404093899896,912.0387122996312
350,2900.0,3000.0,4,4,3,0.75,33.369188754562586,35.39768726425548,0.8876855730297424,-0.026395404093899896,912.0387122996312
50,2600.0,3100.0,4,4,3,0.75,36.857674100199375,35.73025056437538,0.0296749387437244,-0.002783929061114041,848.5318854269353
100,2600.0,3100.0,4,4,3,0.75,36.857674100199375,35.73025056437538,0.0296749387437244,-0.002783929061114041,848.5318854269353
150,2600.0,3100.0,4,4,3,0.75,36.857674100199375,35.73025056437538,0.0296749387437244,-0.002783929061114041,848.5318854269353
200,2600.0,3100.0,4,4,3,0.75,36.857674100199375,35.73025056437538,0.0296749387437244,-0.002783929061114041,848.5318854269353
250,2600.0,3100.0,4,4,3,0.75,36.857674100199375,35.73025056437538,0.0296749387437244,-0.002783929061114041,848.5318854269353
50,2700.0,3200.0,4,4,3,0.75,33.91036088432013,35.792363048305376,0.8432644317035924,-0.021057210645307304,920.9703476744401
100,2700.0,3200.0,4,4,3,0.75,33.91036088432013,35.792363048305376,0.8432644317035924,-0.021057210645307304,920.9703476744401
150,2700.0,3200.0,4,4,3,0.75,33.91036088432013,35.792363048305376,0.8432644317035924,-0.021057210645307304,920.9703476744401
200,2700.0,3200.0,4,4,3,0.75,33.91036088432013,35.792363048305376,0.8432644317035924,-0.021057210645307304,920.9703476744401
50,3100.0,2900.0,4,4,3,0.75,35.515423057581636,35.981080523972395,0.7093868999055255,0.025547314501775022,836.5032559687712
100,3100.0,2900.0,4,4,3,0.75,35.515423057581636,35.981080523972395,0.7093868999055255,0.025547314501775022,836.5032559687712
150,3100.0,2900.0,4,4,3,0.75,35.515423057581636,35.981080523972395,0.7093868999055255,0.025547314501775022,836.5032559687712
200,3100.0,2900.0,4,4,3,0.75,35.515423057581636,35.981080523972395,0.7093868999055255,0.025547314501775022,836.5032559687712
250,3100.0,2900.0,4,4,3,0.75,35.515423057581636,35.981080523972395,0.7093868999055255,0.025547314501775022,836.5032559687712
300,3100.0,2900.0,4,4,3,0.75,35.515423057581636,35.981080523972395,0.7093868999055255,0.025547314501775022,836.5032559687712
350,3100.0,2900.0,4,4,3,0.75,35.515423057581636,35.981080523972395,0.7093868999055255,0.025547314501775022,836.5032559687712
100,3100.0,2600.0,4,4,3,0.75,32.58684496314978,36.34697138140782,0.9512840433696457,0.06832007379704898,689.9287453726972
150,3100.0,2600.0,4,4,3,0.75,32.58684496314978,36.34697138140782,0.9512840433696457,0.06832007379704898,689.9287453726972
200,3100.0,2600.0,4,4,3,0.75,32.58684496314978,36.34697138140782,0.9512840433696457,0.06832007379704898,689.9287453726972
250,3100.0,2600.0,4,4,3,0.75,32.58684496314978,36.34697138140782,0.9512840433696457,0.06832007379704898,689.9287453726972
300,3100.0,2600.0,4,4,3,0.75,32.58684496314978,36.34697138140782,0.9512840433696457,0.06832007379704898,689.9287453726972
350,3100.0,2600.0,4,4,3,0.75,32.58684496314978,36.34697138140782,0.9512840433696457,0.06832007379704898,689.9287453726972
50,3000.0,2900.0,4,4,3,0.75,36.33958357814955,37.09008791114401,0.703011412713044,0.02550907431304372,835.316760109469
100,3000.0,2900.0,4,4,3,0.75,36.33958357814955,37.09008791114401,0.703011412713044,0.02550907431304372,835.316760109469
150,3000.0,2900.0,4,4,3,0.75,36.33958357814955,37.09008791114401,0.703011412713044,0.02550907431304372,835.316760109469
200,3000.0,2900.0,4,4,3,0.75,36.33958357814955,37.09008791114401,0.703011412713044,0.02550907431304372,835.316760109469
250,3000.0,2900.0,4,4,3,0.75,36.33958357814955,37.09008791114401,0.703011412713044,0.02550907431304372,835.316760109469
300,3000.0,2900.0,4,4,3,0.75,36.33958357814955,37.09008791114401,0.703011412713044,0.02550907431304372,835.316760109469
350,3000.0,2900.0,4,4,3,0.75,36.33958357814955,37.09008791114401,0.703011412713044,0.02550907431304372,835.316760109469
50,3500.0,3200.0,4,4,3,0.75,40.17486105330008,37.290755226070544,0.2830359431309949,0.011658202072334874,853.3473575339832
100,3500.0,3200.0,4,4,3,0.75,40.17486105330008,37.290755226070544,0.2830359431309949,0.011658202072334874,853.3473575339832
150,3500.0,3200.0,4,4,3,0.75,40.17486105330008,37.290755226070544,0.2830359431309949,0.011658202072334874,853.3473575339832
200,3500.0,3200.0,4,4,3,0.75,40.17486105330008,37.290755226070544,0.2830359431309949,0.011658202072334874,853.3473575339832
100,2500.0,2600.0,4,4,3,0.75,41.355089723992904,37.592507145183546,0.8983808449703263,0.057922020232290594,712.0244279487304
150,2500.0,2600.0,4,4,3,0.75,41.355089723992904,37.592507145183546,0.8983808449703263,0.057922020232290594,712.0244279487304
200,2500.0,2600.0,4,4,3,0.75,41.355089723992904,37.592507145183546,0.8983808449703263,0.057922020232290594,712.0244279487304
250,2500.0,2600.0,4,4,3,0.75,41.355089723992904,37.592507145183546,0.8983808449703263,0.057922020232290594,712.0244279487304
300,2500.0,2600.0,4,4,3,0.75,41.355089723992904,37.592507145183546,0.8983808449703263,0.057922020232290594,712.0244279487304
50,2700.0,2900.0,4,4,3,0.75,33.50864757716707,37.63115628901287,0.516858429034186,-0.009858083176164238,974.5199299544324
100,2700.0,2900.0,4,4,3,0.75,33.50864757716707,37.63115628901287,0.516858429034186,-0.009858083176164238,974.5199299544324
150,2700.0,2900.0,4,4,3,0.75,33.50864757716707,37.63115628901287,0.516858429034186,-0.009858083176164238,974.5199299544324
200,2700.0,2900.0,4,4,3,0.75,33.50864757716707,37.63115628901287,0.516858429034186,-0.009858083176164238,974.5199299544324
250,2700.0,2900.0,4,4,3,0.75,33.50864757716707,37.63115628901287,0.516858429034186,-0.009858083176164238,974.5199299544324
300,2700.0,2900.0,4,4,3,0.75,33.50864757716707,37.63115628901287,0.516858429034186,-0.009858083176164238,974.5199299544324
50,3500.0,3000.0,4,4,3,0.75,40.837940923786675,38.15417297616286,0.07744034844104741,0.005589146268410069,848.1899188945399
100,3500.0,3000.0,4,4,3,0.75,40.837940923786675,38.15417297616286,0.07744034844104741,0.005589146268410069,848.1899188945399
150,3500.0,3000.0,4,4,3,0.75,40.837940923786675,38.15417297616286,0.07744034844104741,0.005589146268410069,848.1899188945399
200,3500.0,3000.0,4,4,3,0.75,40.837940923786675,38.15417297616286,0.07744034844104741,0.005589146268410069,848.1899188945399
250,3500.0,3000.0,4,4,3,0.75,40.837940923786675,38.15417297616286,0.07744034844104741,0.005589146268410069,848.1899188945399
300,3500.0,3000.0,4,4,3,0.75,40.837940923786675,38.15417297616286,0.07744034844104741,0.005589146268410069,848.1899188945399
350,3500.0,3000.0,4,4,3,0.75,40.837940923786675,38.15417297616286,0.07744034844104741,0.005589146268410069,848.1899188945399
50,2800.0,3000.0,4,4,3,0.75,36.09808809928079,38.34641823440723,0.8783218123447051,-0.0271574597903357,913.6881568965917
100,2800.0,3000.0,4,4,3,0.75,36.09808809928079,38.34641823440723,0.8783218123447051,-0.0271574597903357,913.6881568965917
150,2800.0,3000.0,4,4,3,0.75,36.09808809928079,38.34641823440723,0.8783218123447051,-0.0271574597903357,913.6881568965917
200,2800.0,3000.0,4,4,3,0.75,36.09808809928079,38.34641823440723,0.8783218123447051,-0.0271574597903357,913.6881568965917
250,2800.0,3000.0,4,4,3,0.75,36.09808809928079,38.34641823440723,0.8783218123447051,-0.0271574597903357,913.6881568965917
300,2800.0,3000.0,4,4,3,0.75,36.09808809928079,38.34641823440723,0.8783218123447051,-0.0271574597903357,913.6881568965917
350,2800.0,3000.0,4,4,3,0.75,36.09808809928079,38.34641823440723,0.8783218123447051,-0.0271574597903357,913.6881568965917
50,2900.0,2900.0,4,4,3,0.75,38.77905699701561,39.77266580189739,0.6272806796477143,0.022746824540121342,843.9764456319144
100,2900.0,2900.0,4,4,3,0.75,38.77905699701561,39.77266580189739,0.6272806796477143,0.022746824540121342,843.9764456319144
150,2900.0,2900.0,4,4,3,0.75,38.77905699701561,39.77266580189739,0.6272806796477143,0.022746824540121342,843.9764456319144
200,2900.0,2900.0,4,4,3,0.75,38.77905699701561,39.77266580189739,0.6272806796477143,0.022746824540121342,843.9764456319144
250,2900.0,2900.0,4,4,3,0.75,38.77905699701561,39.77266580189739,0.6272806796477143,0.022746824540121342,843.9764456319144
300,2900.0,2900.0,4,4,3,0.75,38.77905699701561,39.77266580189739,0.6272806796477143,0.022746824540121342,843.9764456319144
350,2900.0,2900.0,4,4,3,0.75,38.77905699701561,39.77266580189739,0.6272806796477143,0.022746824540121342,843.9764456319144
100,3000.0,2600.0,4,4,3,0.75,35.72345774399009,39.77488433575036,0.9422946834090501,0.06800036226628077,686.2130924942923
150,3000.0,2600.0,4,4,3,0.75,35.72345774399009,39.77488433575036,0.9422946834090501,0.06800036226628077,686.2130924942923
200,3000.0,2600.0,4,4,3,0.75,35.72345774399009,39.77488433575036,0.9422946834090501,0.06800036226628077,686.2130924942923
250,3000.0,2600.0,4,4,3,0.75,35.72345774399009,39.77488433575036,0.9422946834090501,0.06800036226628077,686.2130924942923
300,3000.0,2600.0,4,4,3,0.75,35.72345774399009,39.77488433575036,0.9422946834090501,0.06800036226628077,686.2130924942923
350,3000.0,2600.0,4,4,3,0.75,35.72345774399009,39.77488433575036,0.9422946834090501,0.06800036226628077,686.2130924942923
50,3500.0,3100.0,4,4,3,0.75,43.24193133307363,40.506345549806234,0.17621345294042245,0.009342028874104272,864.8284735101508
100,3500.0,3100.0,4,4,3,0.75,43.24193133307363,40.506345549806234,0.17621345294042245,0.009342028874104272,864.8284735101508
150,3500.0,3100.0,4,4,3,0.75,43.24193133307363,40.506345549806234,0.17621345294042245,0.009342028874104272,864.8284735101508
200,3500.0,3100.0,4,4,3,0.75,43.24193133307363,40.506345549806234,0.17621345294042245,0.009342028874104272,864.8284735101508
250,3500.0,3100.0,4,4,3,0.75,43.24193133307363,40.506345549806234,0.17621345294042245,0.009342028874104272,864.8284735101508
50,3400.0,3300.0,4,4,3,0.75,43.37295008566883,41.630275096429294,0.8294666583187068,-0.02679570403123851,853.765998430951
100,3400.0,3300.0,4,4,3,0.75,43.37295008566883,41.630275096429294,0.8294666583187068,-0.02679570403123851,853.765998430951
150,3400.0,3300.0,4,4,3,0.75,43.37295008566883,41.630275096429294,0.8294666583187068,-0.02679570403123851,853.765998430951
100,3200.0,2600.0,4,4,3,0.75,38.279965988938265,42.376999848362814,0.9323802495102613,0.06809684933975452,697.6668571389513
150,3200.0,2600.0,4,4,3,0.75,38.279965988938265,42.376999848362814,0.9323802495102613,0.06809684933975452,697.6668571389513
200,3200.0,2600.0,4,4,3,0.75,38.279965988938265,42.376999848362814,0.9323802495102613,0.06809684933975452,697.6668571389513
250,3200.0,2600.0,4,4,3,0.75,38.279965988938265,42.376999848362814,0.9323802495102613,0.06809684933975452,697.6668571389513
300,3200.0,2600.0,4,4,3,0.75,38.279965988938265,42.376999848362814,0.9323802495102613,0.06809684933975452,697.6668571389513
350,3200.0,2600.0,4,4,3,0.75,38.279965988938265,42.376999848362814,0.9323802495102613,0.06809684933975452,697.6668571389513
400,3200.0,2600.0,4,4,3,0.75,38.279965988938265,42.376999848362814,0.9323802495102613,0.06809684933975452,697.6668571389513
50,3300.0,3300.0,4,4,3,0.75,44.696194155947815,42.6348428576889,0.8191813788528501,-0.026487545403044214,852.9586521083277
100,3300.0,3300.0,4,4,3,0.75,44.696194155947815,42.6348428576889,0.8191813788528501,-0.026487545403044214,852.9586521083277
150,3300.0,3300.0,4,4,3,0.75,44.696194155947815,42.6348428576889,0.8191813788528501,-0.026487545403044214,852.9586521083277
150,3500.0,2500.0,4,4,3,0.75,43.54967560883453,46.366277489954804,0.9764318108260606,0.09103321376625835,645.2567063666588
200,3500.0,2500.0,4,4,3,0.75,43.54967560883453,46.366277489954804,0.9764318108260606,0.09103321376625835,645.2567063666588
250,3500.0,2500.0,4,4,3,0.75,43.54967560883453,46.366277489954804,0.9764318108260606,0.09103321376625835,645.2567063666588
300,3500.0,2500.0,4,4,3,0.75,43.54967560883453,46.366277489954804,0.9764318108260606,0.09103321376625835,645.2567063666588
350,3500.0,2500.0,4,4,3,0.75,43.54967560883453,46.366277489954804,0.9764318108260606,0.09103321376625835,645.2567063666588
400,3500.0,2500.0,4,4,3,0.75,43.54967560883453,46.366277489954804,0.9764318108260606,0.09103321376625835,645.2567063666588
450,3500.0,2500.0,4,4,3,0.75,43.54967560883453,46.366277489954804,0.9764318108260606,0.09103321376625835,645.2567063666588
500,3500.0,2500.0,4,4,3,0.75,43.54967560883453,46.366277489954804,0.9764318108260606,0.09103321376625835,645.2567063666588
100,3300.0,2600.0,4,4,3,0.75,43.96549632951552,47.42233970000527,0.9133063320679705,0.06903322879703805,701.0634957303977
150,3300.0,2600.0,4,4,3,0.75,43.96549632951552,47.42233970000527,0.9133063320679705,0.06903322879703805,701.0634957303977
200,3300.0,2600.0,4,4,3,0.75,43.96549632951552,47.42233970000527,0.9133063320679705,0.06903322879703805,701.0634957303977
250,3300.0,2600.0,4,4,3,0.75,43.96549632951552,47.42233970000527,0.9133063320679705,0.06903322879703805,701.0634957303977
300,3300.0,2600.0,4,4,3,0.75,43.96549632951552,47.42233970000527,0.9133063320679705,0.06903322879703805,701.0634957303977
350,3300.0,2600.0,4,4,3,0.75,43.96549632951552,47.42233970000527,0.9133063320679705,0.06903322879703805,701.0634957303977
400,3300.0,2600.0,4,4,3,0.75,43.96549632951552,47.42233970000527,0.9133063320679705,0.06903322879703805,701.0634957303977
450,3300.0,2600.0,4,4,3,0.75,43.96549632951552,47.42233970000527,0.9133063320679705,0.06903322879703805,701.0634957303977
50,3500.0,2900.0,4,4,3,0.75,45.091790804266736,48.627229506204664,0.9788537326730661,0.09080043261817322,662.1838247703874
100,3500.0,2900.0,4,4,3,0.75,45.091790804266736,48.627229506204664,0.9788537326730661,0.09080043261817322,662.1838247703874
150,3500.0,2900.0,4,4,3,0.75,45.091790804266736,48.627229506204664,0.9788537326730661,0.09080043261817322,662.1838247703874
200,3500.0,2900.0,4,4,3,0.75,45.091790804266736,48.627229506204664,0.9788537326730661,0.09080043261817322,662.1838247703874
250,3500.0,2900.0,4,4,3,0.75,45.091790804266736,48.627229506204664,0.9788537326730661,0.09080043261817322,662.1838247703874
300,3500.0,2900.0,4,4,3,0.75,45.091790804266736,48.627229506204664,0.9788537326730661,0.09080043261817322,662.1838247703874
