MJD,score_err,PC1,PC2,PC3,PC4,PC5
50856.929,0.004239484039445158,-0.07607770009707142,0.13684230386588855,0.10066267708701229,-0.03394661200642831,0.018305384224476237
50859.94,0.004267161157911527,-0.048097955482969135,0.1273844581538527,0.0697812275508157,-0.10109333069307952,-0.021901231641081122
50870.923,0.005836728615451229,-0.1003269436364208,0.06845698988013696,0.10057117269191918,-0.07838260527260359,0.014562428963948725
50873.914,0.005201189676176048,-0.06742052817394115,0.06188402250307247,0.09686288043449569,-0.030506266001872742,0.01790609508307503
50875.828,0.00480905479348442,-0.10932178708104881,0.04668248455514258,0.05081201299026507,-0.09805718810860321,-0.019686606075003107
50878.76,0.005358476290687454,-0.1109519961185911,0.08795757544361771,0.0999773162173457,-0.06376205890003055,-0.03162356947779267
50882.725,0.004974331376044529,-0.08674181521478913,0.10108736821814654,0.07193935729002034,-0.07816956158198328,-0.044893869688648516
50902.871,0.007110598510246905,-0.019103820635163953,0.034839648151593405,0.08829157945255468,-0.12268699297533742,-0.032712707751841076
50905.825,0.00458769801164264,-0.011815362008100651,0.06055507388947656,0.06338409689373305,-0.1400738939820635,-0.03414881493887644
50911.494,0.00687550326544423,-0.04003472134764412,-0.025866241666835862,0.1390239791876156,-0.1864886519740839,-0.07434837365352553
50928.548,0.005057238808943417,0.01195349798643492,0.04597945704831944,0.1801853429992682,0.016580983586859464,-0.05109010439857349
50936.796,0.031100232206872847,-0.017209988405872748,0.07029047640805747,0.11728982058378255,-0.05868258394940904,-0.024055976529849712
50941.876,0.008850405405986833,-0.009531478451656455,0.0627310763473232,0.08716454711035325,-0.09512816457418827,-0.0037660099769334706
50947.71,0.0061465950087468395,0.0072937560127754805,0.017350120489015443,0.1764185725406125,-0.030920321340586393,-0.0164274817156601
50948.758,0.006363523851347906,0.012888864634893252,0.0237978164653697,0.2294544176948936,0.010871978775670484,-0.003862064836392749
50958.494,0.006836837143099671,0.03651754398160889,0.04496464207957042,0.14275051874959827,-0.07994334139608826,-0.050186433368982604
50959.516,0.006010362027197695,0.010460544181025745,0.06066208605040618,0.09142190606167264,-0.07484391507823338,-0.05498628145492335
50962.575,0.007080465928042837,0.02670126715484984,0.03133432141683273,0.11946893912326687,-0.04232192276174183,0.006765198107220722
50965.607,0.006901275926857241,0.044313530990282665,0.011910668667827827,0.15591706037228217,-0.02443349545875584,0.028353899487501163
51012.284,0.0065833956731125185,0.07672859680161455,0.10111290054050659,0.1002264322279279,-0.00569890585609921,0.03454201000806313
51013.215,0.008344285319749557,0.0874625920507191,0.12577738394738858,0.07175765336483264,-0.004689651649638618,0.03945819626925948
51020.26,0.012047590557408514,0.12638839478226532,0.1810511812027938,-0.0016637376725919225,0.00227991209432939,-0.04781471225503439
51024.228,0.007994804362646333,0.14343997737362735,0.21675857108384747,-0.017316364437077156,-0.0317978432553321,-0.09883676711833854
51032.263,0.006551070084574391,0.06659138623989024,0.1862576071252592,0.018261614378779545,-0.06491249868290849,-0.07066789140287817
51040.175,0.009796209836090747,0.09322120692439054,0.037025745811931854,0.13125882880934092,-0.003230725148171825,0.013652233547075163
51060.22,0.005594057459995227,0.02195531580798816,0.0673337595846044,0.133433949144499,0.004879352389888387,0.013887656984767079
51063.366,0.004838991580623105,0.02031756615374674,0.12373791342843946,0.056112391016787,0.0006151863688606957,-0.015189450535891966
51069.503,0.006749181224997616,0.034192616749840414,0.07071810824127517,0.12476203587491108,0.01276804654628846,0.01703029686862568
51074.484,0.007257963760362145,0.021070443923052448,0.09501205402514529,0.15718152872928812,0.00549720832956285,0.022737940173732537
51078.368,0.005512816159631992,-0.08853411455767567,0.17140244022132098,0.028939527680966668,-0.061073656876405695,-0.020075276646316188
51086.139,0.005705009334094068,-0.04604757845139912,0.0902059273849781,0.02624321484105193,-0.0718396637682899,0.004538323193075219
51089.177,0.006427861416002185,-0.07095240602741971,0.13321579639478265,0.0010498038238433232,-0.055191030118409916,-0.017215629661509583
51091.235,0.006436260880905889,-0.020570216052579377,0.10401677335168058,0.02477705248104372,-0.0007772537567044919,-0.031832504329357164
51092.271,0.005466365277771873,-0.01556316864587801,0.06588085524872317,0.057154240058016954,-0.00483610336464396,0.008435274728734439
51093.28,0.006571785784798739,-0.056049832252965656,0.04675554642289083,0.0666767637441217,-0.031741868679514736,0.0036571059056379088
51094.307,0.006719288522533946,-0.08062270335204431,0.04322864653310109,0.10079803978870584,-0.04670178401781085,0.003493233919979345
